Date,tx,transactionfee,blocks,blockreward,gasused,etherprice,hashrate,dailyethburnt
2020-09-04,1141207,18017476672827923240600,6607,13861.125,79480732784,385.91,234450.5062,
2020-09-05,1040906,21819805280675596653698,6542,13594.375,77953696178,335.24,233423.1502,
2020-09-06,1026667,10035002966135380862241,6611,13806.125,80181154846,352.69,241698.6327,
2020-09-07,1051480,8661755118994052264771,6470,13505.6875,78174242990,353.7,241281.8019,
2020-09-08,1026700,7993849042571247572820,6523,13614.125,78767421313,337.45,239313.3931,
2020-09-09,1052603,9240837949614631230289,6490,13545.9375,78589349592,351.15,237497.0047,
2020-09-10,1120964,13897301460729026795548,6510,13619.125,78652835328,368.09,234123.9587,
2020-09-11,1074413,11537870588263039506401,6571,13673.125,79743009950,373.99,241833.8269,
2020-09-12,1034584,8212912708706555168165,6501,13560.1875,78765515640,387.88,246616.9677,
2020-09-13,1042047,9308550821656136665766,6545,13623.75,79413962613,366.33,245792.1241,
2020-09-14,1079688,15531715509734852938324,6458,13503.25,78372157982,377.24,243008.2427,
2020-09-15,1089837,14752337821080603895050,6551,13614.25,79615836276,364.19,246299.1695,
2020-09-16,1035013,11651239035254337276587,6454,13456.9375,78394336174,365.19,240506.6408,
2020-09-17,1406016,42763252557572970119021,6590,13779.1875,79872680412,389.49,254113.4795,
2020-09-18,1244808,24732127096720874081658,6435,13451.0625,78013250896,384.66,244661.5442,
2020-09-19,1090001,13538327845464227247798,6526,13620.25,79259285506,385.36,249157.4172,
2020-09-20,1095309,10157693099799476198876,6593,13718.3125,79769667516,371.06,252148.0498,
2020-09-21,1133662,13563368148468521337954,6567,13723.125,79397633332,340.19,255543.1583,
2020-09-22,1081497,12151093799380872014099,6439,13450.5625,77951908536,344.25,249373.9827,
2020-09-23,1084100,10063464325882687163225,6527,13653.0625,78907480390,320.19,256221.4679,
2020-09-24,1087537,8479593769060555238590,6513,13590.875,78963329478,349.18,248121.4467,
2020-09-25,1034790,7685964086169958240160,6452,13476.8125,78060701536,352.02,247769.8252,
2020-09-26,984559,6278130235212026915901,6426,13415.125,78219863288,354.21,254199.3072,
2020-09-27,966479,6376072825802040609154,6368,13251.25,77232274120,357.67,252519.4224,
2020-09-28,1080187,9050854036796425177151,6404,13306.5625,77899985330,354.01,251418.9419,
2020-09-29,1088234,11274115345375588988536,6387,13266.125,77337826258,359.92,250888.4762,
2020-09-30,1079040,8845797480531847854294,6404,13311.25,77669896295,359.86,253214.6819,
2020-10-01,1018741,7447624885111999716653,6425,13314.3125,78153314780,353.09,253031.2371,
2020-10-02,1002138,6823689645782256716301,6361,13283.25,77516194687,345.83,254357.382,
2020-10-03,956528,5560363638415608599743,6375,13313.5625,77451328901,346.32,249457.7118,
2020-10-04,985452,5898282626407568753280,6373,13264.5625,77657372343,352.67,251323.8346,
2020-10-05,1027690,6467221106570851246190,6446,13427.625,78307833105,353.84,254987.7643,
2020-10-06,1083502,8317971754174603468131,6472,13428.0625,78747165348,340.85,265383.1585,
2020-10-07,1035384,6123201142947645401413,6337,13184.375,76951259805,341.91,259382.3062,
2020-10-08,1019446,5987751727555405228005,6301,13221.0,75375596104,351.2,254594.1659,
2020-10-09,1049571,5752785534866861518614,6378,13342.375,77357297734,365.41,257731.4794,
2020-10-10,1036351,4494541295798936979940,6509,13520.3125,76569429799,370.88,262559.7762,
2020-10-11,1004701,3585365603350568699498,6569,13669.5625,79786775919,374.4,260752.4476,
2020-10-12,1092162,5515120626498358226212,6457,13506.125,78295187648,386.91,259780.9543,
2020-10-13,1127396,5702287880813999911906,6574,13739.5625,80096589404,381.41,265919.1653,
2020-10-14,1093927,5932708561644771397806,6538,13609.75,79547880329,379.04,260079.179,
2020-10-15,1249576,5823950302032914911005,6565,13641.75,80133031649,377.82,265545.748,
2020-10-16,1161135,4743680212700759521951,6496,13492.25,78926805019,365.58,262450.2101,
2020-10-17,1051772,2589454098504457806787,6527,13588.125,79293510847,368.53,264144.0378,
2020-10-18,995711,2744857555907111178138,6450,13382.4375,78440855920,378.44,253714.0929,
2020-10-19,1128930,4181258994600723270322,6594,13781.375,80373648781,379.41,267424.9409,
2020-10-20,1105678,4532199097751162325362,6505,13550.5625,79106046104,368.83,264326.5699,
2020-10-21,1159354,5743034746350374522693,6513,13532.6875,79399947057,391.46,262889.3283,
2020-10-22,1189043,4850827673682426605359,6538,13618.875,79547201646,414.5,264632.0375,
2020-10-23,1132837,4402466178893541449251,6474,13458.6875,78856378259,409.57,265293.0131,
2020-10-24,1012156,2261147611299623551910,6582,13689.4375,80084922236,412.52,270618.4473,
2020-10-25,965206,2346400107210437054873,6479,13450.25,79042948835,406.3,263123.7684,
2020-10-26,1086139,4418605406656683952454,6466,13470.625,79016361979,393.11,255042.5903,
2020-10-27,1078466,3148634086903841585321,6545,13620.0625,79863638745,403.74,261270.7462,
2020-10-28,1139608,4849673848465553855423,6551,13646.4375,79792369114,388.77,264434.5193,
2020-10-29,1107849,5094813369016235788348,6526,13613.4375,79579101714,387.54,269899.6122,
2020-10-30,1111013,4618596845458168653214,6491,13469.0,79189425544,382.76,262882.3879,
2020-10-31,1089587,2992672543774722614689,6526,13554.25,79268978218,386.76,264362.7692,
2020-11-01,1050753,2414139493832761651069,6511,13578.9375,79282977653,396.49,268618.7783,
2020-11-02,1156870,4397645830555131577829,6474,13444.0,79012728281,383.61,257635.824,
2020-11-03,1119359,3354799838846663791656,6518,13554.6875,79616921576,388.17,264416.6088,
2020-11-04,1137324,2771964514838866558572,6527,13522.8125,79492127790,402.66,262921.7818,
2020-11-05,1128431,3763177025266295059522,6514,13563.125,79336277230,416.89,260937.2006,
2020-11-06,1171971,4519434580562016286944,6539,13615.75,79584660676,456.32,268987.9676,
2020-11-07,1131722,4275488754362712987799,6500,13521.625,79093696984,435.82,270855.0568,
2020-11-08,1016465,2131668035689096399242,6538,13568.375,79701963471,454.74,261643.365,
2020-11-09,1147695,3182897313536644770713,6507,13512.125,79396785999,444.45,264378.0815,
2020-11-10,1157455,3776709143616454788485,6452,13448.0,78793907472,450.86,265163.0229,
2020-11-11,1096582,3752279971827700559991,6528,13554.0625,79640154012,463.91,268484.3011,
2020-11-12,1099253,4175992024341708388376,6512,13527.9375,79708979348,462.78,264618.1822,
2020-11-13,1156377,4109253811259926391952,6534,13579.0625,79735847173,476.87,270725.9898,
2020-11-14,1067063,2791589601018459046990,6542,13596.1875,79752260413,461.03,265454.2954,
2020-11-15,1037428,2520817489438703190996,6546,13598.6875,79665549484,448.51,273273.2668,
2020-11-16,1105512,3540927879130815196920,6476,13474.1875,79057383494,461.01,264013.4807,
2020-11-17,1173012,5886356957043018059740,6525,13575.6875,79420719589,482.71,269938.1603,
2020-11-18,1120798,6371600162011501415574,6456,13408.9375,78884707574,478.76,266830.9124,
2020-11-19,1122748,3886146956314734808361,6609,13748.125,80648971146,471.82,275283.4507,
2020-11-20,1162871,5098655479830899243023,6452,13447.5625,78540212070,510.43,274936.7927,
2020-11-21,1172183,5071950928216763886487,6566,13666.25,79852230557,552.26,278233.8347,
2020-11-22,1148006,4852224582306656194632,6509,13534.5,79155483331,560.01,280235.5571,
2020-11-23,1213632,5825958416198317635880,6451,13472.0625,78782841274,609.13,268619.2702,
2020-11-24,1240072,7166078127459040692628,6567,13682.75,79715083050,604.98,280066.8046,
2020-11-25,1205924,4578870014023181699836,6469,13505.8125,78851915577,569.4,280107.1251,
2020-11-26,1173330,11194829949508490394507,6533,13552.6875,79349591096,520.22,277569.0916,
2020-11-27,1102889,3124361353299466177460,6417,13347.6875,78391315304,518.83,276594.2306,
2020-11-28,992335,2243440487372992424878,6599,13710.875,80422510325,537.99,276630.2627,
2020-11-29,993930,1962351069141875123058,6512,13547.8125,79310759260,576.0,285270.8271,
2020-11-30,1183915,6022470624959342466084,6570,13679.1875,80194820798,616.14,288183.5567,
2020-12-01,1172361,6541401465064966500863,6519,13567.5625,79417362821,586.23,291797.5556,
2020-12-02,1071389,3155093081356283776754,6441,13390.1875,78455307924,598.26,274311.2988,
2020-12-03,1114178,3488168407202459037923,6559,13615.3125,79655755902,616.55,286334.5167,
2020-12-04,1134337,3936325226402195942588,6449,13437.5,78593382248,567.67,284417.8054,
2020-12-05,1055722,2662916849499619293859,6495,13518.0,79071561462,596.93,284714.3389,
2020-12-06,1034515,2648307254583117752489,6558,13626.3125,79796966700,602.3,287939.1606,
2020-12-07,1102501,3570713220894821017486,6465,13419.6875,78739456406,591.36,283120.0076,
2020-12-08,1149816,4845224402755908082520,6484,13479.0625,79147899784,554.82,285510.2449,
2020-12-09,1150822,5024915425157400356941,6603,13704.875,80408427175,573.44,289906.1899,
2020-12-10,1092429,4250053824138107313057,6425,13313.8125,78459732756,558.36,286073.0634,
2020-12-11,1122160,4829411382476886314933,6486,13508.0,79415441036,544.14,280182.386,
2020-12-12,1092064,3106768214039431286502,6491,13520.5625,79201181970,568.26,283508.9806,
2020-12-13,1142703,3321300573124515698558,6487,13421.5,79221016663,590.72,285898.3644,
2020-12-14,1241593,4749089317124694569564,6524,13586.25,79648873534,586.35,278583.3886,
2020-12-15,1215285,6519638015594606351787,6489,13468.6875,79074915212,589.17,279636.5702,
2020-12-16,1261767,6414620451282445524990,6535,13595.3125,79951277395,637.74,281807.8559,
2020-12-17,1342281,11024418931986822051632,6540,13589.25,79627450773,643.16,283549.4698,
2020-12-18,1193950,5561513982684309160671,6491,13497.8125,79037397236,654.55,285546.1857,
2020-12-19,1162872,4889283132148064731641,6514,13501.9375,79608772275,658.7,280966.9359,
2020-12-20,1074305,3415530311898717920504,6542,13614.125,80319231358,638.17,286901.0897,
2020-12-21,1146949,6179877798102816991226,6504,13520.75,79552645599,607.9,289574.4372,
2020-12-22,1147101,5216004397573692430654,6502,13476.625,79413268364,637.23,287688.3518,
2020-12-23,1254308,8973283352898772355691,6597,13712.6875,80401648551,585.25,295181.6095,
2020-12-24,1142743,6673366342259494494855,6470,13374.75,78882857208,612.32,286676.6523,
2020-12-25,1140417,7100311115767877119139,6435,13406.0,78458935977,626.83,281844.035,
2020-12-26,1139562,5203245310740138529570,6583,13726.875,80390812298,636.07,292173.1417,
2020-12-27,1177372,7559859752628189850332,6508,13504.3125,79617170233,683.98,286869.8532,
2020-12-28,1256783,8873285573476835698425,6597,13658.3125,80353454827,729.59,300739.6361,
2020-12-29,1206703,7421205326538725579138,6410,13298.375,78498863946,731.55,292932.1504,
2020-12-30,1227653,8986764067689460938036,6544,13562.6875,79683258757,752.53,289658.8006,
2020-12-31,1163876,7765748557006718519448,6502,13492.8125,79183032550,737.15,293670.9535,
2021-01-01,1136712,5188673350531175554934,6545,13534.1875,80034402241,730.6,293762.6595,
2021-01-02,1170839,8012065284591724881693,6601,13668.75,80944343007,774.9,306346.6018,
2021-01-03,1234419,13011093414713252254422,6476,13479.25,78950689587,978.69,303868.9075,
2021-01-04,1275169,20121689310918399774738,6517,13496.0,79459728805,1043.16,303251.2505,
2021-01-05,1258441,10958666235017975119213,6532,13600.6875,79836396470,1103.19,306097.1481,
2021-01-06,1280434,9762946781745039801645,6485,13516.125,79404156622,1210.59,308011.7001,
2021-01-07,1298568,10633979171740481258580,6436,13355.375,78552567530,1225.5,306700.5055,
2021-01-08,1288953,11193151282887736372084,6593,13644.0625,80667103300,1216.98,314493.4455,
2021-01-09,1231759,7201345914579737277042,6476,13436.1875,79093105359,1279.96,311835.6593,
2021-01-10,1210603,6984828711784490988462,6554,13547.9375,80042761416,1255.72,317391.222,
2021-01-11,1280285,19748380038577877507475,6528,13572.1875,79929732115,1088.37,321688.6868,
2021-01-12,1165508,6776868851920189141884,6555,13600.5625,80324648072,1050.04,324396.8739,
2021-01-13,1126532,5372778086980113189886,6561,13627.125,80371646458,1129.84,325770.1104,
2021-01-14,1184604,6499371431415466664876,6406,13357.0625,78290503497,1232.11,328131.9598,
2021-01-15,1227187,7421966136148510983391,6581,13642.875,80306580523,1169.06,326202.6343,
2021-01-16,1193339,6302569290204782821713,6508,13514.0,79462467859,1228.52,332255.1144,
2021-01-17,1133096,4872880895114209404969,6494,13495.125,79102214140,1233.73,323388.492,
2021-01-18,1217953,5797311326614873372554,6496,13541.9375,78877776240,1258.31,328427.9815,
2021-01-19,1252236,7959149669110943991980,6533,13565.375,79297032568,1367.65,330782.0894,
2021-01-20,1213930,6658691192087621162537,6578,13611.4375,80221317406,1377.75,338213.5899,
2021-01-21,1178190,9736678614934522525583,6478,13461.0625,79404809729,1111.49,333611.3356,
2021-01-22,1182794,10383079231260571897091,6481,13494.4375,79064072567,1234.56,337203.7795,
2021-01-23,1140666,6336811105425110321659,6541,13558.6875,79863148815,1234.1,342782.1891,
2021-01-24,1117744,6396685655600981758569,6481,13503.8125,79272400668,1392.45,344284.8207,
2021-01-25,1207263,8615004048348664985196,6524,13544.3125,79668647992,1318.47,349323.0236,
2021-01-26,1194595,6683692815493120570533,6514,13562.4375,78759805850,1368.22,350582.3676,
2021-01-27,1140980,7733098276022721217996,6468,13389.6875,78826557381,1241.51,356131.184,
2021-01-28,1190834,7335124632177530419528,6498,13555.125,79412823469,1330.78,353864.8024,
2021-01-29,1293963,10902221997387525434882,6453,13416.375,78940120803,1379.13,346680.4233,
2021-01-30,1218241,8642494763495232036805,6390,13307.5625,78000929398,1379.35,344782.5762,
2021-01-31,1244924,10261033113180560289534,6637,13741.75,81091114055,1314.18,355631.6947,
2021-02-01,1300451,12133382592579924688629,6489,13519.9375,79242528840,1374.57,363456.7296,
2021-02-02,1302891,13774193894744592007225,6494,13539.5,79383052926,1513.9,363476.4797,
2021-02-03,1314906,13710006459665203856473,6484,13541.5625,79239413970,1667.22,359884.1034,
2021-02-04,1309863,18797579496253288551956,6516,13611.5,79245711874,1597.44,368332.2937,
2021-02-05,1316904,19744594789790892607314,6447,13433.5,78945097196,1721.48,367925.2545,
2021-02-06,1227828,14069806309724048017560,6519,13524.5625,79431746322,1679.14,369168.7526,
2021-02-07,1230638,12582483936142623245174,6554,13648.0,79781005643,1614.64,383343.6912,
2021-02-08,1275739,16517111731421847337285,6468,13463.25,78973896198,1752.87,380557.1218,
2021-02-09,1327544,18354158265520827552444,6485,13506.4375,79167701041,1772.05,378192.1621,
2021-02-10,1320357,16946130504446564536396,6528,13583.9375,79638181587,1743.0,379900.8951,
2021-02-11,1270521,13602170497611930562806,6517,13531.375,79245756715,1787.69,385283.5901,
2021-02-12,1290300,14025280105176138108657,6524,13567.125,79663712564,1844.84,394544.4684,
2021-02-13,1252364,14523666757962956269623,6423,13378.625,78462217650,1817.48,388371.9376,
2021-02-14,1206665,11680626065906394887638,6559,13631.125,79934298329,1802.96,397958.5405,
2021-02-15,1210500,14269453142041934222688,6496,13502.9375,79211489509,1779.4,397183.1821,
2021-02-16,1217916,13460135441691420816475,6485,13465.875,79165657916,1782.83,397159.1304,
2021-02-17,1258503,13849546528774468921586,6549,13610.4375,79955215518,1851.14,403378.931,
2021-02-18,1298425,14406597028680183796103,6447,13444.875,79022912660,1939.61,395667.3644,
2021-02-19,1323618,14951121918959029037010,6577,13695.0625,80348254313,1957.47,409076.0251,
2021-02-20,1337507,15925496384518425935188,6495,13504.25,79253329738,1915.12,402686.421,
2021-02-21,1233518,11338021333935633421255,6485,13513.4375,79171256964,1935.14,394283.884,
2021-02-22,1312178,22368806840796279081600,6496,13499.875,79374067746,1778.07,411064.5227,
2021-02-23,1302882,31702760973821931650825,6502,13558.3125,79485929271,1578.19,408130.2134,
2021-02-24,1285208,16301979400513223664456,6469,13466.3125,79139574634,1625.17,416083.7354,
2021-02-25,1232758,13131672119319221746775,6515,13542.3125,79546954198,1481.88,413567.4142,
2021-02-26,1236241,12724116392048557095458,6542,13599.875,80020278811,1446.1,415820.2382,
2021-02-27,1202432,9481603056450583139881,6489,13513.8125,79525213088,1460.23,419010.0404,
2021-02-28,1179859,9587082321326665329072,6467,13462.625,79011076084,1422.58,418148.8532,
2021-03-01,1185925,9272588476905814449522,6476,13466.875,79006491494,1571.49,419972.242,
2021-03-02,1240182,9933724507414726368145,6550,13652.875,80204963191,1488.67,423581.9243,
2021-03-03,1235048,10186824284111926429433,6408,13364.25,78387565954,1568.65,408669.6429,
2021-03-04,1234903,8932718515545677070229,6515,13608.0625,79305219314,1538.37,413048.9933,
2021-03-05,1208640,11007323918824241669529,6525,13569.125,79958598303,1529.75,424898.9037,
2021-03-06,1160519,7843716824010467842660,6563,13639.5625,80181267152,1651.48,437561.5037,
2021-03-07,1180104,10461902303473513716039,6477,13476.5625,79493606924,1726.33,432345.8003,
2021-03-08,1216417,10860456038381387884062,6500,13541.1875,79774629929,1834.48,434026.8071,
2021-03-09,1275347,11010833749891642415862,6433,13462.25,78853248198,1872.1,429447.3496,
2021-03-10,1256065,10727397898463909219609,6532,13592.125,79578457910,1795.63,432057.6987,
2021-03-11,1284767,10620444112852177488554,6415,13361.0625,78909846121,1827.06,429179.5044,
2021-03-12,1325679,13597562723655984893486,6470,13514.6875,79389044621,1767.77,426231.8747,
2021-03-13,1293352,12999054088625398598386,6512,13574.5,80020449998,1921.18,436440.2978,
2021-03-14,1277890,11927853651881557631634,6522,13656.875,79905655379,1848.69,446680.906,
2021-03-15,1321388,15017507737253761238268,6437,13440.25,79051271908,1794.83,439958.3667,
2021-03-16,1308992,14933713897480804731404,6520,13573.0,79837150538,1805.64,447640.4158,
2021-03-17,1272298,15502620841954638438894,6484,13539.875,79543048766,1823.03,451434.9381,
2021-03-18,1299760,14353836719305283434872,6501,13531.625,79540830307,1776.16,445481.0982,
2021-03-19,1291231,12608011056001808728404,6506,13528.625,79775838240,1809.76,452384.3821,
2021-03-20,1262309,11257635485852178828725,6527,13590.875,79891558867,1805.49,463782.8908,
2021-03-21,1206064,10816938862183459862354,6421,13366.125,78907502960,1783.94,457142.7044,
2021-03-22,1307460,14989829126934909167478,6490,13509.5625,79583607881,1682.05,453702.2598,
2021-03-23,1298959,13061673606463122285198,6505,13552.8125,79680630933,1668.69,458818.2224,
2021-03-24,1309468,14029336265922851259134,6484,13521.75,79191815077,1583.24,456644.1132,
2021-03-25,1349663,14548151482503861719488,6514,13544.4375,80036668207,1588.34,466920.5202,
2021-03-26,1265836,11651077303742068656476,6539,13590.0625,79967589918,1699.89,478075.4561,
2021-03-27,1230764,9393141906035271151005,6485,13492.625,79595845321,1713.94,473457.0397,
2021-03-28,1211918,9804159958747337391111,6493,13504.3125,79579152301,1686.74,477351.3128,
2021-03-29,1269901,11888535564096429603419,6511,13567.1875,79770894158,1816.48,487236.732,
2021-03-30,1300973,13279094243473150098738,6518,13573.5,79725015050,1841.4,486381.4378,
2021-03-31,1354603,16824292952119516517512,6452,13434.375,79072966214,1919.08,482269.2595,
2021-04-01,1368006,15538193336138854824143,6516,13523.75,79787949899,1967.67,488263.6552,
2021-04-02,1358619,14621882898276349921264,6454,13424.875,78916731068,2134.46,490883.6004,
2021-04-03,1293333,11764408192351939063860,6527,13580.0,79806573012,2009.19,493933.1209,
2021-04-04,1197875,8861749839297112796213,6561,13639.1875,79996584791,2076.62,504661.3626,
2021-04-05,1296946,11723791426512365262940,6510,13529.875,79651781826,2107.73,514496.8107,
2021-04-06,1335799,12228082522902690131974,6483,13504.125,79108256288,2112.29,507911.9863,
2021-04-07,1293255,12041638259539320508530,6426,13316.8125,78209304011,1964.18,510173.0421,
2021-04-08,1284449,9614434465380548345779,6455,13487.5,78686059782,2081.11,520164.6427,
2021-04-09,1300882,9338468757901989810520,6457,13389.0625,78756692481,2066.55,512284.61,
2021-04-10,1315016,7988993143479310932883,6582,13625.375,80210858602,2133.82,518135.0877,
2021-04-11,1256904,6690483670602315753902,6546,13583.75,80086231646,2150.54,510258.7918,
2021-04-12,1347983,8635031458841494302349,6516,13565.875,79417012394,2137.79,539964.1183,
2021-04-13,1350467,9404908628691484923028,6474,13480.5,79056432183,2298.66,536439.3516,
2021-04-14,1386341,10853269936188341699544,6449,13436.875,78785305818,2431.86,534784.8071,
2021-04-15,1197340,7884271801474835098152,6500,13475.3125,79483036935,2517.08,534788.5007,
2021-04-16,1426977,14336227928975413424555,6433,13394.0625,78910943871,2430.91,514120.6001,
2021-04-17,1453000,11693617711285076133777,6467,13450.375,79160468627,2318.01,522224.9023,
2021-04-18,1396766,13988487240357625018780,6501,13536.8125,79765360505,2240.96,531046.4509,
2021-04-19,1476842,15401609239746670881036,6400,13313.0,78423491800,2163.36,510461.851,
2021-04-20,1555560,21627730841862829564645,6580,13700.125,81530822523,2332.45,530846.8549,
2021-04-21,1565355,14889136406640358452048,6519,13575.375,88971935429,2357.59,541356.0007,
2021-04-22,1577266,13169122807035835753236,6417,13393.875,93633381117,2410.48,538949.1996,
2021-04-23,1537100,11486335370923897461970,6450,13451.8125,94216907988,2369.67,539129.7506,
2021-04-24,1389103,6351769301024408738020,6500,13546.1875,94843856318,2216.56,541480.4112,
2021-04-25,1389350,5169258984674784975687,6509,13539.3125,95382429494,2322.14,558255.7629,
2021-04-26,1448466,5693145153393698916632,6471,13487.8125,94387683856,2534.9,562430.6079,
2021-04-27,1448293,6042241807885652556838,6488,13483.6875,93916000005,2667.93,557235.5988,
2021-04-28,1517604,7236849992155018476258,6463,13547.75,94295167565,2750.91,575053.3189,
2021-04-29,1530717,6652471679712680282474,6484,13474.0,94139806485,2758.46,568263.862,
2021-04-30,1441230,5210401691967365004326,6451,13403.875,93996018113,2775.96,566158.3993,
2021-05-01,1427568,4908598313277190146469,6489,13545.125,94431457868,2947.8,572189.3644,
2021-05-02,1417458,3862553056677517254148,6418,13427.1875,93723948363,2954.22,572049.1138,
2021-05-03,1488804,6164078650275375723825,6507,13549.25,94869902840,3432.21,573040.069,
2021-05-04,1536119,6403313722546303219441,6504,13519.1875,95018846465,3241.09,588043.6014,
2021-05-05,1518877,5578410842099694746578,6518,13569.1875,95249233774,3522.18,583361.0688,
2021-05-06,1532197,6142596407984820732936,6466,13462.0625,94807627589,3491.74,596101.3131,
2021-05-07,1527890,6347754183963806832928,6447,13438.125,94816227107,3483.96,580225.3202,
2021-05-08,1710882,13122030255765177344984,6486,13473.9375,95170701477,3916.25,592468.3454,
2021-05-09,1716600,12144018697046723838210,6478,13451.4375,94499810450,3927.06,601085.784,
2021-05-10,1716489,22503721573464619184178,6517,13589.5625,95577766788,3946.42,603241.7421,
2021-05-11,1716051,28202453496686075702215,6447,13458.3125,93802323851,4181.28,604036.8695,
2021-05-12,1624077,26940380043358984307366,6439,13436.3125,93951973334,3811.29,604529.3351,
2021-05-13,1588560,16479162318675716690690,6538,13657.1875,95300545090,3718.99,618543.806,
2021-05-14,1531689,12221288581386039996508,6477,13499.8125,94900094995,4087.02,619395.1676,
2021-05-15,1472680,8920270006779392668011,6474,13531.6875,94572879603,3644.04,612776.0556,
2021-05-16,1425115,7728844029954938068406,6458,13460.25,94311633303,3586.18,629683.3096,
2021-05-17,1446627,8943088142015198030992,6419,13429.5625,93820812567,3280.73,613785.9781,
2021-05-18,1425053,8250402868799460231755,6463,13500.4375,94510512266,3377.65,628525.0569,
2021-05-19,1461174,30798939590457100271926,6423,13453.625,93577108933,2442.89,632820.4407,
2021-05-20,1459146,12343667540285924945993,6463,13543.5,93971140228,2772.84,643805.8731,
2021-05-21,1367394,10973200259658291663459,6410,13380.75,93556225767,2435.86,621500.1284,
2021-05-22,1283663,5302534504081634773319,6462,13508.25,94121993351,2297.03,621794.6472,
2021-05-23,1264253,13635525533392097790826,6454,13457.3125,93650490779,2098.57,613847.6693,
2021-05-24,1312739,6355702776189329130682,6487,13505.5625,94345846823,2648.77,608751.561,
2021-05-25,1289446,4776783673630770024450,6404,13311.5,93701276250,2707.49,605002.7384,
2021-05-26,1326432,4592754085376194757377,6431,13391.3125,93878141584,2888.94,606507.4136,
2021-05-27,1291385,3632657750447915262102,6425,13379.4375,93048078722,2742.48,600159.3541,
2021-05-28,1305078,3766053111434830084882,6463,13489.6875,93799437507,2412.36,599444.4848,
2021-05-29,1293425,3095523313416170697283,6467,13526.3125,93600518661,2278.58,597052.0837,
2021-05-30,1280282,2644965246083467328089,6417,13435.625,92929644248,2386.91,604655.8902,
2021-05-31,1297889,3078771052409884168922,6423,13391.0625,93077492745,2707.38,597041.8277,
2021-06-01,1274354,2835006547067656436504,6478,13461.875,93943922971,2634.23,584926.6125,
2021-06-02,1314178,2966323386581217131618,6506,13570.5625,93998046814,2706.52,598298.2993,
2021-06-03,1337711,3057505726526279741981,6404,13374.75,92474468232,2856.01,598452.2507,
2021-06-04,1301803,2606231242055988788500,6519,13611.25,93758603561,2691.17,613283.3011,
2021-06-05,1176676,1837055537985245493448,6434,13356.5,92384666019,2629.76,610328.8732,
2021-06-06,1134526,1560432702314453530346,6532,13588.1875,91493494297,2710.99,618001.7688,
2021-06-07,1225549,2102204785349081665486,6431,13403.25,91974866274,2593.12,615433.2874,
2021-06-08,1221063,2852442399638859621985,6475,13478.25,93295478627,2509.23,618766.242,
2021-06-09,1194275,2373718370891556216241,6437,13413.875,92955712477,2610.64,607484.195,
2021-06-10,1188556,2000593952156426241355,6462,13375.4375,92689319939,2471.56,590863.3448,
2021-06-11,1183286,2281276647052892117385,6454,13449.0625,93004720299,2355.09,595853.4882,
2021-06-12,1131777,1912181837380397796900,6434,13397.125,91563628567,2369.62,584148.7717,
2021-06-13,1124736,1466300631141933261173,6473,13435.25,90872165794,2509.7,577674.1624,
2021-06-14,1188556,1929348577609020793492,6431,13498.0,91955484313,2582.12,576504.461,
2021-06-15,1224101,2035563631050712177042,6505,13575.875,93643875170,2543.6,594816.7019,
2021-06-16,1201109,1937693130086828803244,6399,13326.875,91722129596,2367.7,575448.0231,
2021-06-17,1218956,2110158395822695741357,6472,13514.0,93210066898,2372.31,575288.5991,
2021-06-18,1170182,2085182919653777967724,6405,13298.9375,92171480421,2233.57,580292.3843,
2021-06-19,1050189,1486772727044048281316,6426,13457.75,90920431401,2166.61,562051.934,
2021-06-20,1057288,1710911083687642493172,6469,13455.4375,90622719992,2243.6,548704.7631,
2021-06-21,1209567,4129552271087244945684,6316,13201.25,90762561995,1887.89,524813.2149,
2021-06-22,1297644,6598895285370377430896,6437,13486.0,92942508490,1880.83,515327.133,
2021-06-23,1201974,2152922713748250564605,6429,13412.25,92247864090,1967.95,496967.5813,
2021-06-24,1207012,1909340953646620949182,6418,13334.25,92244608991,1989.01,493929.6709,
2021-06-25,1227331,2461550435254393873583,6342,13179.1875,91246434945,1810.27,481062.9144,
2021-06-26,1150460,1489398964985524129577,6427,13413.3125,91346965332,1830.94,477535.4945,
2021-06-27,1104703,2486766300919027572435,6448,13435.375,90522190257,1983.33,479153.7314,
2021-06-28,1404100,2250970114808635155329,6466,13525.875,93088361120,2083.8,489265.9778,
2021-06-29,1264320,2244094050501460568866,6406,13353.8125,92485182076,2165.61,492151.2463,
2021-06-30,1212214,3057199815284183963984,6455,13457.3125,93063491343,2276.14,497653.3399,
2021-07-01,1211710,2147393483605203889080,6350,13238.375,91531393122,2109.29,487720.8927,
2021-07-02,1181574,1683137203442596262750,6437,13424.5,92219795942,2155.65,495779.9851,
2021-07-03,1122543,1521217753506341982724,6417,13333.5625,91289952734,2227.18,494127.4956,
2021-07-04,1105343,1278974287293143543967,6458,13452.5625,91648773183,2323.27,499551.5131,
2021-07-05,1147895,1755973172579865584229,6419,13417.125,91016592124,2196.71,505770.1308,
2021-07-06,1355421,4818444372526727070618,6425,13459.5,92912500215,2322.63,513556.1927,
2021-07-07,1290979,3678960373285917232307,6390,13379.8125,92931968048,2317.12,508001.473,
2021-07-08,1262627,3458547731465489221381,6450,13455.875,93522449750,2114.51,511075.8048,
2021-07-09,1223691,2630170203435569971426,6406,13328.0625,92669442634,2145.67,507214.5453,
2021-07-10,1139265,1626453572952092685429,6447,13451.75,92700927506,2110.47,528498.1002,
