Date,Tx count,Tx fees (ETH),Block count,Block rewards (ETH),Gas used,Price (USD),Estimated TWh per Year,Minimum TWh per Year,Block reward (ETH),Hashrate (GH/s),Hashcount (EH/day),Estimated GWh per day,Minimum GWh per day
1/2/2017,39652,28.11834106,6058,31530.78125,1200378294,8.34,2.338303676,2.131205326,5,5979.936,0.5166664704,6.406311441,5.838918701
1/3/2017,45883,40.2453431,6035,31523.28125,1725017707,9.6,2.338303676,2.131205326,5,5984.9265,0.5170976496,6.406311441,5.838918701
1/4/2017,50673,39.50458344,6141,32099.53125,1722856381,10.88,2.338303676,2.131205326,5,6603.4409,0.5705372938,6.406311441,5.838918701
1/5/2017,49596,34.8575779,6091,31817.03125,1531231916,10.2,2.338303676,2.131205326,5,6748.8433,0.5831000611,6.406311441,5.838918701
1/6/2017,43804,31.3190764,6009,31359.53125,1346979886,10.07,2.338303676,2.131205326,5,6783.5835,0.5861016144,6.406311441,5.838918701
1/7/2017,43622,30.18449407,6108,31895,1339394826,9.79,2.338303676,2.131205326,5,7025.7055,0.6070209552,6.406311441,5.838918701
1/8/2017,42727,33.02422783,6074,31684.375,1452349378,10.27,2.338303676,2.131205326,5,7052.8143,0.6093631555,6.406311441,5.838918701
1/9/2017,46188,35.91916969,6082,31750.3125,1557850735,10.2,2.338303676,2.131205326,5,7281.103,0.6290872992,6.406311441,5.838918701
1/10/2017,48179,38.70940401,6030,31349.375,1666781505,10.55,2.338303676,2.131205326,5,7283.0151,0.6292525046,6.406311441,5.838918701
1/11/2017,45221,34.63413431,6047,31522.96875,1526928420,9.83,2.338303676,2.131205326,5,7356.4905,0.6356007792,6.406311441,5.838918701
1/12/2017,50589,37.08306066,6056,31556.71875,1613483109,9.81,2.338303676,2.131205326,5,7432.253,0.6421466592,6.406311441,5.838918701
1/13/2017,50833,35.78273198,6106,31730.3125,1614122156,9.78,2.338303676,2.131205326,5,7568.8324,0.6539471194,6.406311441,5.838918701
1/14/2017,42044,28.73932336,6067,31478.125,1276527305,9.78,2.338303676,2.131205326,5,7587.9426,0.6555982406,6.406311441,5.838918701
1/15/2017,41748,29.98149428,6085,31702.03125,1333535915,9.88,2.338303676,2.131205326,5,7741.9086,0.668900903,6.406311441,5.838918701
1/16/2017,45375,32.52371341,6052,31540.3125,1447294287,9.59,2.338303676,2.131205326,5,7735.3142,0.6683311469,6.406311441,5.838918701
1/17/2017,46671,39.42237022,6002,31296.09375,1742542655,10.14,2.338303676,2.131205326,5,7657.6882,0.6616242605,6.406311441,5.838918701
1/18/2017,44994,33.98421364,6065,31607.96875,1514489339,10.19,2.338303676,2.131205326,5,7592.5237,0.6559940477,6.406311441,5.838918701
1/19/2017,43628,31.29528202,6158,32121.09375,1417244289,10.43,2.338303676,2.131205326,5,8114.4421,0.7010877974,6.406311441,5.838918701
1/20/2017,45775,33.64778008,5963,31121.09375,1515455427,10.6,2.338303676,2.131205326,5,7838.6452,0.6772589453,6.406311441,5.838918701
1/21/2017,43302,30.66392686,6046,31523.75,1388291037,10.91,2.338303676,2.131205326,5,8044.0736,0.695007959,6.406311441,5.838918701
1/22/2017,47432,35.76865561,6065,31577.8125,1643236317,10.71,2.338303676,2.131205326,5,8083.9775,0.698455656,6.406311441,5.838918701
1/23/2017,46076,35.01886118,6048,31498.4375,1597491636,10.78,2.338303676,2.131205326,5,8232.8818,0.7113209875,6.406311441,5.838918701
1/24/2017,50414,41.16426041,6037,31420.46875,1886697084,10.51,2.338303676,2.131205326,5,8124.3364,0.701942665,6.406311441,5.838918701
1/25/2017,46256,37.75670634,6010,31423.59375,1674958906,10.51,2.338303676,2.131205326,5,8145.8979,0.7038055786,6.406311441,5.838918701
1/26/2017,46856,36.45994764,6081,31784.6875,1623030263,10.65,2.338303676,2.131205326,5,8367.5758,0.7229585491,6.406311441,5.838918701
1/27/2017,46680,35.3494287,5985,31114.84375,1559585360,10.51,2.338303676,2.131205326,5,8244.2883,0.7123065091,6.406311441,5.838918701
1/28/2017,45189,33.34500901,6063,31527.96875,1513588184,10.54,2.338303676,2.131205326,5,8279.3794,0.7153383802,6.406311441,5.838918701
1/29/2017,42509,30.61854593,5960,31133.125,1368433239,10.47,2.338303676,2.131205326,5,8111.2062,0.7008082157,6.406311441,5.838918701
1/30/2017,45369,32.79253846,6094,31915.3125,1490998292,10.62,2.338303676,2.131205326,5,8348.0885,0.7212748464,6.406311441,5.838918701
1/31/2017,43649,32.00903823,6018,31413.90625,1406776443,10.71,2.338303676,2.131205326,5,8339.12,0.720499968,6.406311441,5.838918701
2/1/2017,44541,38.11554111,6009,31332.1875,1723454015,10.71,2.338303676,2.131205326,5,8226.0029,0.7107266506,6.406311441,5.838918701
2/2/2017,43709,35.45939736,6047,31414.84375,1558834935,10.78,2.338303676,2.131205326,5,8407.2648,0.7263876787,6.406311441,5.838918701
2/3/2017,42778,34.05935512,5990,31273.28125,1519386885,10.95,2.338303676,2.131205326,5,8271.9789,0.714698977,6.406311441,5.838918701
2/4/2017,45410,32.97166173,6078,31760.78125,1441528397,11.32,2.338303676,2.131205326,5,8427.7058,0.7281537811,6.406311441,5.838918701
2/5/2017,46542,34.84082133,6077,31601.5625,1567592675,11.22,2.338303676,2.131205326,5,8773.2937,0.7580125757,6.406311441,5.838918701
2/6/2017,47306,35.86561362,6050,31623.59375,1599155373,11.32,2.338303676,2.131205326,5,8877.6557,0.7670294525,6.406311441,5.838918701
2/7/2017,51866,46.068715,5998,31491.40625,1983099544,11.45,2.338303676,2.131205326,5,8865.7805,0.7660034352,6.406311441,5.838918701
2/8/2017,51089,43.71374165,6067,31707.96875,1831684518,11.39,2.338303676,2.131205326,5,8981.8497,0.7760318141,6.406311441,5.838918701
2/9/2017,47873,40.68162167,6029,31427.1875,1730081198,10.94,2.338303676,2.131205326,5,8947.4759,0.7730619178,6.406311441,5.838918701
2/10/2017,52222,46.21940355,6040,31496.40625,2034959642,11.34,2.338303676,2.131205326,5,9217.8017,0.7964180669,6.406311441,5.838918701
2/11/2017,46560,38.49593317,6038,31589.84375,1761766435,11.43,2.338303676,2.131205326,5,9275.2906,0.8013851078,6.406311441,5.838918701
2/12/2017,45319,40.33677657,6059,31569.6875,1715520962,11.42,2.338303676,2.131205326,5,9392.2664,0.811491817,6.406311441,5.838918701
2/13/2017,55990,61.46315439,6070,31734.0625,2340786140,11.39,2.338303676,2.131205326,5,9522.8756,0.8227764518,6.406311441,5.838918701
2/14/2017,58298,49.83218435,6023,31470.9375,2194959803,13,2.338303676,2.131205326,5,9629.3742,0.8319779309,6.406311441,5.838918701
2/15/2017,55320,90.52776102,6089,31721.40625,2349687466,12.97,2.338303676,2.131205326,5,9674.344,0.8358633216,6.406311441,5.838918701
2/16/2017,49674,39.21124029,6052,31539.84375,1745086369,12.95,2.338303676,2.131205326,5,9633.6869,0.8323505482,6.406311441,5.838918701
2/17/2017,49406,38.84667406,6012,31327.8125,1731885385,12.72,2.338303676,2.131205326,5,9813.818,0.8479138752,6.406311441,5.838918701
2/18/2017,49398,44.65269893,5999,31211.71875,1867779741,12.83,2.338303676,2.131205326,5,9910.4307,0.8562612125,6.406311441,5.838918701
2/19/2017,48227,36.31267429,6019,31267.1875,1612661135,12.82,2.338303676,2.131205326,5,10076.9868,0.8706516595,6.406311441,5.838918701
2/20/2017,50152,41.03446799,6015,31387.8125,1804435972,12.52,2.338303676,2.131205326,5,10118.1204,0.8742056026,6.406311441,5.838918701
2/21/2017,58434,54.86547967,6052,31416.875,2378366614,12.77,2.338303676,2.131205326,5,10342.9777,0.8936332733,6.406311441,5.838918701
2/22/2017,50372,50.95434761,5968,30987.34375,2167016939,12.69,2.338303676,2.131205326,5,10225.688,0.8834994432,6.406311441,5.838918701
2/23/2017,47601,43.35249304,6019,31229.53125,1835447879,13.13,2.338303676,2.131205326,5,10249.8892,0.8855904269,6.406311441,5.838918701
2/24/2017,54081,41.33923814,6011,31263.59375,1810426719,13.11,2.338303676,2.131205326,5,10300.807,0.8899897248,6.406311441,5.838918701
2/25/2017,53245,44.66242232,6039,31553.90625,2017627760,13.57,2.338303676,2.131205326,5,10613.2667,0.9169862429,6.406311441,5.838918701
2/26/2017,51716,39.37900438,6089,31820.15625,1704657840,14.59,2.338303676,2.131205326,5,11038.1733,0.9536981731,6.406311441,5.838918701
2/27/2017,52642,45.027386,5988,31246.40625,1932296583,15.55,2.338303676,2.131205326,5,11078.6475,0.957195144,6.406311441,5.838918701
2/28/2017,60277,50.96269142,6107,31856.09375,2140853331,16.07,2.338303676,2.131205326,5,11579.116,1.000435622,6.406311441,5.838918701
3/1/2017,59774,54.94297165,5958,31144.84375,2146017149,17.55,2.338303676,2.131205326,5,11193.1403,0.9670873219,6.406311441,5.838918701
3/2/2017,70779,54.86269424,6061,31630.9375,2278844062,19.08,2.338303676,2.131205326,5,11369.6535,0.9823380624,6.406311441,5.838918701
3/3/2017,64294,46.4031228,6006,31298.90625,2015645991,19.48,2.338303676,2.131205326,5,11791.9899,1.018827927,6.406311441,5.838918701
3/4/2017,58756,42.51942052,5985,31172.65625,1881415432,18.61,2.338303676,2.131205326,5,11641.3951,1.005816537,6.406311441,5.838918701
3/5/2017,57031,43.43870349,6073,31561.875,1890414773,19.22,2.338303676,2.131205326,5,12169.6377,1.051456697,6.406311441,5.838918701
3/6/2017,57020,41.35169202,5977,31153.125,1824348403,19.75,2.338303676,2.131205326,5,12202.0077,1.054253465,6.406311441,5.838918701
3/7/2017,62589,43.80270862,5978,31068.75,1962866259,18.91,2.338303676,2.131205326,5,12126.1529,1.047699611,6.406311441,5.838918701
3/8/2017,55386,40.31748409,6016,31325.9375,1749096281,16.54,2.338303676,2.131205326,5,12566.0974,1.085710815,6.406311441,5.838918701
3/9/2017,64266,49.7685971,5928,30809.53125,2168001854,17.71,2.338303676,2.131205326,5,12593.1903,1.088051642,6.406311441,5.838918701
3/10/2017,65132,55.57275643,5953,31027.03125,2244444377,19.13,2.338303676,2.131205326,5,12622.6645,1.090598213,6.406311441,5.838918701
3/11/2017,64803,47.96142906,6002,31235.46875,2121047668,21.45,2.338303676,2.131205326,5,12870.7578,1.112033474,6.406311441,5.838918701
3/12/2017,66646,48.52902672,5919,30849.53125,2112935282,23.31,2.338303676,2.131205326,5,12911.1921,1.115526997,6.406311441,5.838918701
3/13/2017,81718,76.36274961,6040,31613.75,3230713433,28.45,2.338303676,2.131205326,5,13434.1504,1.160710595,6.406311441,5.838918701
3/14/2017,77155,74.82260577,5961,31214.84375,3113154274,28.58,2.338303676,2.131205326,5,13255.2329,1.145252123,6.406311441,5.838918701
3/15/2017,81205,64.30798953,5986,31377.65625,2732822658,35.18,2.338303676,2.131205326,5,13628.7396,1.177523101,6.406311441,5.838918701
3/16/2017,109950,85.39888598,5990,31427.96875,3665163840,45.51,2.338303676,2.131205326,5,13794.9629,1.191884795,6.406311441,5.838918701
3/17/2017,106635,88.9662026,6046,31841.875,3367447756,44.48,2.338303676,2.131205326,5,14518.7852,1.254423041,6.406311441,5.838918701
3/18/2017,89920,60.51984456,5991,31482.34375,2680677691,34,2.338303676,2.131205326,5,14696.5419,1.26978122,6.406311441,5.838918701
3/19/2017,84599,57.00351035,5950,30994.53125,2539978136,43.12,2.338303676,2.131205326,5,13915.1809,1.20227163,6.406311441,5.838918701
3/20/2017,80264,56.94921184,6066,31670.3125,2538286690,42.51,2.338303676,2.131205326,5,14863.3155,1.284190459,6.406311441,5.838918701
3/21/2017,84298,64.21871893,5957,31016.40625,2722576858,42.67,2.338303676,2.131205326,5,14561.0448,1.258074271,6.406311441,5.838918701
3/22/2017,78821,60.19647044,6008,31372.34375,2630501522,41.65,2.338303676,2.131205326,5,14914.7357,1.288633164,6.406311441,5.838918701
3/23/2017,82434,60.99908204,5914,30980.9375,2732317738,43.2,2.338303676,2.131205326,5,15425.4361,1.332757679,6.406311441,5.838918701
3/24/2017,87775,73.2890179,5913,30840.9375,2802719814,53.19,2.338303676,2.131205326,5,15334.1063,1.324866784,6.406311441,5.838918701
3/25/2017,84394,58.09245301,5962,31062.8125,2527232365,50.62,2.338303676,2.131205326,5,15439.4585,1.333969214,6.406311441,5.838918701
3/26/2017,79534,58.10472858,5981,31175.46875,2604354268,50.63,2.338303676,2.131205326,5,16219.4936,1.401364247,6.406311441,5.838918701
3/27/2017,94570,77.73924607,5951,31002.1875,3525902049,49.06,2.338303676,2.131205326,5,16894.3097,1.459668358,6.406311441,5.838918701
3/28/2017,84348,63.88207324,5900,30555.46875,2829505044,50.25,2.338303676,2.131205326,5,16458.957,1.422053885,6.406311441,5.838918701
3/29/2017,93064,69.32498441,5988,31268.28125,3116605361,53.07,2.338303676,2.131205326,5,17141.823,1.481053507,6.406311441,5.838918701
3/30/2017,96209,71.10513216,5910,30819.84375,3137212539,51.91,2.338303676,2.131205326,5,17183.9723,1.484695207,6.406311441,5.838918701
3/31/2017,103102,77.40067653,5971,31208.28125,3436349297,49.91,2.338303676,2.131205326,5,17643.5302,1.524401009,6.406311441,5.838918701
4/1/2017,80572,57.22288136,5926,30850.9375,2573095663,50.6,2.338303676,2.131205326,5,17342.0731,1.498355116,6.406311441,5.838918701
4/2/2017,88948,66.26708212,5846,30440.78125,2994651161,48.55,2.338303676,2.131205326,5,17320.8014,1.496517241,6.406311441,5.838918701
4/3/2017,100221,74.78445755,5979,31186.25,3376865972,44.13,2.338303676,2.131205326,5,16564.8723,1.431204967,6.406311441,5.838918701
4/4/2017,86279,64.97985002,5932,31055.3125,2864503196,44.43,2.338303676,2.131205326,5,17593.0096,1.520036029,6.406311441,5.838918701
4/5/2017,87411,68.31268605,5986,31235.3125,2984719130,44.9,2.338303676,2.131205326,5,18094.6996,1.563382045,6.406311441,5.838918701
4/6/2017,95177,73.38862289,5880,30724.375,3183645283,43.23,2.338303676,2.131205326,5,17967.3505,1.552379083,6.406311441,5.838918701
4/7/2017,92846,72.41898772,5946,31074.53125,3272867342,42.31,2.338303676,2.131205326,5,18253.0325,1.577062008,6.406311441,5.838918701
4/8/2017,72144,52.32712425,5936,30915.625,2355623725,44.37,2.338303676,2.131205326,5,18340.2159,1.584594654,6.406311441,5.838918701
4/9/2017,74557,56.80567881,5797,30242.03125,2602180314,43.72,2.338303676,2.131205326,5,18009.4232,1.556014164,6.406311441,5.838918701
4/10/2017,75487,63.03860792,5758,30037.1875,2760816737,43.74,2.338303676,2.131205326,5,18072.1973,1.561437847,6.406311441,5.838918701
4/11/2017,75891,58.91527217,5849,30450.46875,2679717515,43.74,2.338303676,2.131205326,5,18671.3934,1.61320839,6.406311441,5.838918701
4/12/2017,80347,80.68895926,5779,30217.03125,3182442702,46.38,2.338303676,2.131205326,5,18555.8787,1.60322792,6.406311441,5.838918701
4/13/2017,84124,61.65846332,5798,30339.84375,2759203997,49.97,2.338303676,2.131205326,5,18205.074,1.572918394,6.406311441,5.838918701
4/14/2017,81155,62.89644005,5908,30989.6875,2852421954,47.32,2.338303676,2.131205326,5,19833.812,1.713641357,6.406311441,5.838918701
4/15/2017,74820,57.80525136,5721,29998.125,2598033805,48.89,2.338303676,2.131205326,5,19260.1407,1.664076156,6.406311441,5.838918701
4/16/2017,70634,55.11769542,5820,30507.1875,2501650359,48.22,2.338303676,2.131205326,5,19591.7831,1.69273006,6.406311441,5.838918701
4/17/2017,72546,60.47329724,5861,30647.5,2751457420,47.94,2.338303676,2.131205326,5,19889.9768,1.718493996,6.406311441,5.838918701
4/18/2017,83303,73.74478176,5861,30516.71875,3260252456,49.88,2.338303676,2.131205326,5,20302.3049,1.754119143,6.406311441,5.838918701
4/19/2017,85734,78.39648454,5718,29612.1875,3465363718,47.88,2.338303676,2.131205326,5,20078.8856,1.734815716,6.406311441,5.838918701
4/20/2017,85450,71.79277396,5859,30422.1875,3408878184,49.36,2.338303676,2.131205326,5,20288.8866,1.752959802,6.406311441,5.838918701
4/21/2017,81278,92.1973651,5878,30477.34375,3790138031,48.27,2.338303676,2.131205326,5,20805.2888,1.797576952,6.406311441,5.838918701
4/22/2017,73539,74.92014406,5792,29990.3125,3110233611,48.41,2.338303676,2.131205326,5,20900.958,1.805842771,6.406311441,5.838918701
4/23/2017,77073,65.08920182,5864,30491.25,3017245471,48.75,2.338303676,2.131205326,5,21389.0055,1.848010075,6.406311441,5.838918701
4/24/2017,80531,72.97982447,5721,29785.46875,3142866515,49.94,2.338303676,2.131205326,5,20664.8066,1.78543929,6.406311441,5.838918701
4/25/2017,93033,78.57420473,5897,30757.8125,3587460558,50.09,2.338303676,2.131205326,5,21582.4498,1.864723663,6.406311441,5.838918701
4/26/2017,89642,74.78972386,5637,29332.1875,3389558270,53.28,2.338303676,2.131205326,5,21292.624,1.839682714,6.406311441,5.838918701
4/27/2017,104494,87.31269091,5642,29330,3855782843,63.14,2.338303676,2.131205326,5,21617.4059,1.86774387,6.406311441,5.838918701
4/28/2017,106193,79.20596841,5697,29682.03125,3606508681,72.42,2.338303676,2.131205326,5,22951.0371,1.982969605,6.406311441,5.838918701
4/29/2017,91335,70.2026858,5626,29217.65625,3072854430,69.83,2.338303676,2.131205326,5,23467.3816,2.02758177,6.406311441,5.838918701
4/30/2017,95202,78.95863027,5648,29368.59375,3369941640,79.83,2.338303676,2.131205326,5,22938.2706,1.98186658,6.406311441,5.838918701
5/1/2017,112202,105.5382141,5624,29357.5,4407350348,77.53,2.338303676,2.131205326,5,23205.2792,2.004936123,6.406311441,5.838918701
5/2/2017,110354,112.7346027,5619,29436.40625,4635194345,77.25,2.338303676,2.131205326,5,23246.7388,2.008518232,6.406311441,5.838918701
5/3/2017,97334,77.31350609,5649,29552.65625,3466927160,80.37,2.338303676,2.131205326,5,23614.2464,2.040270889,6.406311441,5.838918701
5/4/2017,114877,92.43033996,5649,29426.5625,4146025194,94.55,2.338303676,2.131205326,5,23265.2011,2.010113375,6.406311441,5.838918701
5/5/2017,108514,84.35330606,5675,29698.90625,3703774549,90.79,2.338303676,2.131205326,5,24468.9937,2.114121056,6.406311441,5.838918701
5/6/2017,95014,84.36414639,5678,29703.4375,3895528821,94.82,2.338303676,2.131205326,5,24415.8585,2.109530174,6.406311441,5.838918701
5/7/2017,106631,105.7335058,5718,29880.15625,4383783590,90.46,2.338303676,2.131205326,5,24862.0244,2.148078908,6.406311441,5.838918701
5/8/2017,117509,95.60596395,5640,29425.9375,4371120763,88.39,2.338303676,2.131205326,5,24481.3196,2.115186013,6.406311441,5.838918701
5/9/2017,112933,106.6666284,5672,29755,4941861347,86.27,2.338303676,2.131205326,5,25606.8006,2.212427572,6.406311441,5.838918701
5/10/2017,109673,104.9045369,5648,29614.84375,4977215293,87.83,2.338303676,2.131205326,5,25352.2733,2.190436413,6.406311441,5.838918701
5/11/2017,117189,109.3933802,5702,29734.53125,5037332202,88.2,2.338303676,2.131205326,5,25792.7606,2.228494516,6.406311441,5.838918701
5/12/2017,107241,109.0603735,5688,29889.6875,5266065050,85.15,2.338303676,2.131205326,5,26696.7857,2.306602284,6.406311441,5.838918701
5/13/2017,101332,106.9235883,5591,29253.28125,5077306379,87.96,2.338303676,2.131205326,5,26056.3076,2.251264977,6.406311441,5.838918701
5/14/2017,101348,106.3791366,5402,28217.5,5160924870,88.72,2.338303676,2.131205326,5,26882.1696,2.322619453,6.406311441,5.838918701
5/15/2017,122792,132.1233988,5401,28462.34375,6301530936,90.32,2.338303676,2.131205326,5,27814.0407,2.403133116,6.406311441,5.838918701
5/16/2017,116341,137.1437676,5457,28717.96875,6372683499,87.8,2.338303676,2.131205326,5,28230.111,2.43908159,6.406311441,5.838918701
5/17/2017,140135,220.2194372,5325,27898.90625,7720771554,86.98,2.338303676,2.131205326,5,26762.9284,2.312317014,6.406311441,5.838918701
5/18/2017,137409,158.4985933,5462,28480.78125,7193965880,95.88,2.338303676,2.131205326,5,27740.2141,2.396754498,6.406311441,5.838918701
5/19/2017,161568,173.9858554,5424,28381.25,8397664033,124.38,2.338303676,2.131205326,5,28816.636,2.48975735,6.406311441,5.838918701
5/20/2017,130912,155.5797697,5489,28652.03125,7231434396,123.06,2.338303676,2.131205326,5,29609.4667,2.558257923,6.406311441,5.838918701
5/21/2017,149699,160.5231369,5437,28654.0625,7608565060,148,2.331935882,2.229735423,5,30501.1451,2.635298937,6.38886543,6.108864173
5/22/2017,176255,182.63242,5468,28769.21875,8262616027,160.39,2.406776469,2.275484122,5,31382.7051,2.711465721,6.593908134,6.234203074
5/23/2017,187121,253.7286422,5419,28576.09375,10792046776,169.5,2.479115952,2.227112613,5,30236.4543,2.612429652,6.792098499,6.101678392
5/24/2017,187293,272.0906793,5427,28644.375,11331763125,193.03,2.558065229,2.259307284,5,30975.705,2.676300912,7.008397888,6.18988297
5/25/2017,183010,218.689885,5465,28835.15625,9970769428,177.33,2.646792663,2.264728384,5,31139.2104,2.690427779,7.251486748,6.204735299
5/26/2017,169818,206.0558265,5492,28967.5,9457379360,162.83,2.594668865,2.265016354,5,31197.0515,2.69542525,7.108681822,6.205524258
5/27/2017,149450,182.12726,5439,28771.71875,8220637008,156.63,2.405446578,2.337235469,5,32153.7231,2.778081676,6.590264597,6.403384847
5/28/2017,155271,192.5255142,5453,28823.28125,8823289197,172.86,2.476709775,2.324489949,5,31940.9693,2.759699748,6.785506233,6.368465614
5/29/2017,158547,192.6245581,5579,29537.34375,8502914345,194.17,2.554141856,2.420611679,5,34015.7294,2.93895902,6.997648921,6.631812819
5/30/2017,193618,319.9258719,5581,29819.375,12123850008,228.58,2.640266675,2.5750455,5,36263.7391,3.133187058,7.233607329,7.054919178
5/31/2017,214126,634.0721771,5412,28748.4375,12807114092,228.64,2.730854387,2.620293323,5,35309.9381,3.050778652,7.481792841,7.178885816
6/1/2017,199160,253.2934708,5276,28069.375,10585577059,220.7,2.826686671,2.626109023,5,37244.2449,3.217902759,7.744347044,7.194819241
6/2/2017,194911,291.5978415,5087,26820.625,12488700413,222.04,2.907777141,2.704774783,5,36298.9273,3.136227319,7.966512715,7.410341871
6/3/2017,175666,228.1346958,5206,27530.15625,10201890636,224.3,2.981139609,2.679535513,5,37390.2818,3.230520348,8.167505778,7.341193186
6/4/2017,180136,255.7138709,5160,27228.75,10633567472,244.96,3.064259804,2.797396452,5,38378.7011,3.315919775,8.39523234,7.664099868
6/5/2017,190305,219.924347,5249,27792.34375,9761889950,247.75,3.144804884,2.819195431,5,39283.0384,3.394054518,8.615903792,7.723823099
6/6/2017,200523,265.0757626,5208,27481.25,10984663716,264.26,3.237369948,2.904962236,5,39838.9042,3.442081323,8.869506707,7.958800647
6/7/2017,207180,277.9634687,5239,27770.78125,11557499687,255.77,3.323433237,2.979114599,5,41466.1245,3.582673157,9.10529654,8.161957805
6/8/2017,187700,239.51528,5209,27631.25,10261845222,259.41,3.413413526,3.053939407,5,41827.9352,3.613933601,9.351817879,8.366957279
6/9/2017,215831,250.5084808,5214,27650,11058393071,279.11,3.506484564,3.045974463,5,41762.2012,3.608254184,9.606807025,8.345135515
6/10/2017,213356,214.5596411,5332,28158.75,9841868154,335.95,3.610107044,3.14029973,5,43934.269,3.795920842,9.89070423,8.603560904
6/11/2017,240490,313.8776096,5246,27926.71875,12661099741,339.68,3.723905339,3.25248524,5,45025.9063,3.890238304,10.20248038,8.910918466
6/12/2017,292941,512.809391,5237,28100.625,15111081528,394.66,3.797648629,3.264021418,5,44971.345,3.885524208,10.40451679,8.942524433
6/13/2017,280054,294.6420993,5272,28276.09375,12308459502,388.09,3.727929747,3.343921371,5,46524.8904,4.019750531,10.21350616,9.161428414
6/14/2017,250410,254.7583744,5293,28268.75,11460738761,343.84,3.72072264,3.444172562,5,47653.2451,4.117240377,10.19376066,9.436089211
6/15/2017,261617,279.6205924,5305,28198.75,11866655521,344.68,3.703363615,3.499038777,5,48524.7456,4.19253802,10.14620168,9.586407608
6/16/2017,248003,257.5084865,5336,28370.9375,11936721304,353.61,3.599742448,3.552171505,5,49363.4715,4.265003938,9.862308077,9.731976726
6/17/2017,242022,238.6603641,5279,28299.0625,11471789945,368.1,3.741162104,3.710890996,5,50988.985,4.405448304,10.24975919,10.16682465
6/18/2017,245957,251.8968996,5347,28587.5,12442644327,351.53,3.860209623,3.748623228,5,51996.5122,4.492498654,10.57591678,10.27020062
6/19/2017,286209,283.0211057,5334,28632.96875,13844965069,358.2,3.969327085,3.787478414,5,52568.3389,4.541904481,10.87486873,10.37665319
6/20/2017,308488,720.031463,4967,26709.375,16318742376,350.53,4.093115521,3.854525146,5,53605.3273,4.631500279,11.21401513,10.56034287
6/21/2017,221289,913.3882188,4898,26150.78125,16194449431,325.3,4.179562149,3.941545663,5,54107.974,4.674928954,11.4508552,10.79875524
6/22/2017,284225,684.9430456,4944,26533.28125,16900771803,320.97,4.259887252,3.920404035,5,54738.2538,4.729385128,11.67092398,10.74083297
6/23/2017,276012,469.9294504,4890,26102.5,12816221982,326.85,4.275458639,3.952378806,5,54340.7602,4.695041681,11.71358531,10.82843508
6/24/2017,250570,640.1856046,4939,26495,13618865563,304.54,4.205760974,4.02581075,5,55696.7824,4.812201999,11.52263281,11.02961849
6/25/2017,231135,411.7214897,4926,26383.125,12409519930,279.36,4.247844107,4.09776913,5,56394.2575,4.872463848,11.63792906,11.22676474
6/26/2017,316788,875.3109763,4965,26699.0625,13547864341,253.68,4.280749215,4.168411209,5,58414.4698,5.047010191,11.72808004,11.42030468
6/27/2017,252995,332.032513,5001,26582.34375,11678415830,286.14,4.311585014,4.23087092,5,58319.7387,5.038825424,11.81256168,11.59142718
6/28/2017,274241,773.2360915,4961,26642.65625,15232354556,315.86,4.339531991,4.330508892,5,59928.6376,5.177834289,11.88912874,11.86440792
6/29/2017,263791,466.2823938,5027,27008.90625,14345970753,292.9,4.402986825,4.386876372,5,61553.5382,5.3182257,12.0629776,12.01883938
6/30/2017,252652,352.3445023,5036,26856.25,13795600568,280.68,4.412059266,4.412059266,5,61650.5709,5.326609326,12.08783361,12.08783361
7/1/2017,240465,315.7446432,5009,26683.125,12521038121,261,4.428560714,4.428560714,5,62556.7775,5.404905576,12.13304305,12.13304305
7/2/2017,248617,317.4682438,5034,26712.34375,13002683664,283.99,4.470532744,4.470532744,5,63113.6089,5.453015809,12.24803492,12.24803492
7/3/2017,302032,425.9203162,5052,27131.25,16175176848,276.41,4.503891803,4.503891803,5,64997.08,5.615747712,12.3394296,12.3394296
7/4/2017,281465,377.0470052,5078,27365.78125,15136378093,269.05,4.551541854,4.551541854,5,66569.3952,5.751595745,12.46997768,12.46997768
7/5/2017,271606,409.0909709,4985,26760.3125,14865252727,266,4.603850652,4.603850652,5,64822.7346,5.600684269,12.61328946,12.61328946
7/6/2017,258791,304.7714335,5046,26926.5625,13174610768,265.88,4.685427549,4.685427549,5,65978.5137,5.700543584,12.83678781,12.83678781
7/7/2017,295389,356.2938069,5084,27287.96875,13873012367,240.94,4.720315752,4.720315752,5,67085.5686,5.796193127,12.93237192,12.93237192
7/8/2017,248142,360.2742075,5087,27066.40625,12858510908,245.67,4.751416039,4.751416039,5,67464.2959,5.828915166,13.01757819,13.01757819
7/9/2017,225189,256.1128165,5094,26940.78125,10477343982,237.72,4.806605585,4.806605585,5,68072.3545,5.881451429,13.16878242,13.16878242
7/10/2017,302633,261.5986725,4594,24433.59375,13402974481,205.76,4.843731356,4.843731356,5,69107.6248,5.970898783,13.27049687,13.27049687
7/11/2017,291677,287.2903194,4520,23968.125,14105413216,190.55,4.859572081,4.859572081,5,68636.1856,5.930166436,13.31389611,13.31389611
7/12/2017,283828,330.3342288,4509,23937.96875,14232178771,224.15,4.834840314,4.834840314,5,66929.7884,5.782733718,13.24613785,13.24613785
7/13/2017,260745,327.4218799,4512,23771.5625,14997729804,205.41,4.840132576,4.840132576,5,67583.3821,5.839204213,13.26063719,13.26063719
