Totals for data,Async,Foundation,KnownOrigin,Makersplace,Nifty Gateway,OpenSea,Rarible,SuperRare,Zora
2019-04-24,0,0,3599450,17613810,0,83923101,0,6574506,0
2019-04-23,0,0,5785868,37862837,0,69966684,0,5142308,0
2019-04-22,0,0,9473110,25798916,0,67408759,0,3809081,0
2019-04-21,0,0,6311165,15395064,0,91705480,0,3115820,0
2019-04-20,0,0,14680784,6038263,0,117901644,0,4484113,0
2019-04-19,0,0,15507067,18741816,0,66111379,0,4792782,0
2019-04-18,0,0,22065104,21616723,0,98190701,0,3534918,0
2019-04-17,0,0,3249668,8504036,0,99290607,0,3657418,0
2019-04-16,0,0,3620805,23649418,0,95651735,0,3901387,0
2019-04-15,0,0,3545499,9203737,0,99647369,0,4644693,0
2019-04-14,0,0,756892,17372694,0,91100688,0,4676496,0
2019-04-13,0,0,5508631,23286713,0,99630817,0,5675218,0
2019-04-12,0,0,4091092,17312148,0,96319792,0,9942404,0
2019-04-11,0,0,10060227,13826784,0,96934747,0,5268347,0
2019-04-10,0,0,14312037,33995598,0,95370509,0,4712875,0
2019-04-09,0,0,17893228,11553043,0,69942480,0,3206145,0
2019-04-08,0,0,4291683,10717710,0,73037642,0,3632896,0
2019-04-07,0,0,514093,15557477,0,79932947,0,3818529,0
2019-04-06,0,0,311003,20188482,0,100022935,0,7898790,0
2019-04-05,0,0,311003,39723052,0,87847566,0,6508211,0
2019-04-04,0,0,0,18371700,0,99208516,0,4173500,0
2019-04-03,0,0,825067,17909498,0,124018230,0,4689772,0
2019-04-02,0,0,3017719,21097586,0,138785175,0,4206499,0
2019-04-01,0,0,325321,23338121,0,132661023,0,5406762,0
2019-03-31,0,0,1538030,19215705,0,131395110,0,2195468,0
2019-03-30,0,0,1216742,18273773,0,139955126,0,3461314,0
2019-03-29,0,0,7811663,32179263,0,156209843,0,4663268,0
2019-03-28,0,0,987539,36730061,0,188595564,0,4206111,0
2019-03-27,0,0,1198330,23332389,0,98667399,0,7682520,0
2019-03-26,0,0,3463254,15913755,0,98746168,0,8217576,0
2019-03-25,0,0,2293222,13345350,0,77358084,0,10931994,0
2019-03-24,0,0,6026827,11608733,0,78984680,0,23532475,0
2019-03-23,0,0,1009037,6036972,0,87522422,0,2845332,0
2019-03-22,0,0,1548747,6000292,0,103217281,0,5426794,0
2019-03-21,0,0,3457277,10572998,0,82222977,0,8299705,0
2019-03-20,0,0,320829,11882437,0,104293370,0,7207229,0
2019-03-19,0,0,4469909,10776841,0,130475654,0,4387986,0
2019-03-18,0,0,1362272,6342456,0,125612065,0,8017196,0
2019-03-17,0,0,1599001,17502590,0,137017271,0,6347088,0
2019-03-16,0,0,2881051,10614513,0,139635937,0,12260845,0
2019-03-15,0,0,14576450,8719025,0,144727988,0,10126243,0
2019-03-14,0,0,978570,16104613,0,121303061,0,4155482,0
2019-03-13,0,0,482026,16141651,0,144375913,0,8658145,0
2019-03-12,0,0,1510015,13763798,0,180587941,0,6704727,0
2019-03-11,0,0,5478488,5786369,0,111968667,0,8757937,0
2019-03-10,0,0,2560432,0,0,116535279,0,5430358,0
2019-03-09,0,0,1002191,25545,0,84782660,0,6542854,0
2019-03-08,0,0,4113237,96482,0,109747806,0,9634876,0
2019-03-07,0,0,1554270,25545,0,77014973,0,10600050,0
2019-03-06,0,0,2550002,0,0,107525208,0,10594722,0
2019-03-05,0,0,2408407,0,0,104954197,0,7433300,0
2019-03-04,0,0,25121711,167698,0,67192692,0,6952397,0
2019-03-03,0,0,5002462,25545,0,66637129,0,4015605,0
2019-03-02,0,0,1040801,645364,0,96246619,0,2836143,0
2019-03-01,0,0,6838307,807947,0,100372038,0,5234852,0
2019-02-28,0,0,0,2323724,0,75854306,0,5200346,0
2019-02-27,0,0,1216834,0,0,47652059,0,4746763,0
2019-02-26,0,0,17696480,2393456,0,61707412,0,4269221,0
2019-02-25,0,0,9250893,0,0,43266039,0,5529500,0
2019-02-24,0,0,0,0,0,54826749,0,4858025,0
2019-02-23,0,0,826498,0,0,67573630,0,3379652,0
2019-02-22,0,0,11218256,0,0,67055049,0,5406001,0
2019-02-21,0,0,1222005,0,0,41450666,0,4737278,0
2019-02-20,0,0,2075159,0,0,61714438,0,3764849,0
2019-02-19,0,0,2523751,0,0,67511453,0,3850088,0
2019-02-18,0,0,1970553,0,0,61798056,0,5149309,0
2019-02-17,0,0,81636,0,0,98588684,0,9625703,0
2019-02-16,0,0,0,0,0,74303878,0,4523115,0
2019-02-15,0,0,15587254,0,0,70544243,0,3600471,0
2019-02-14,0,0,705932,0,0,55030305,0,5343833,0
2019-02-13,0,0,296003,0,0,72092206,0,4417221,0
2019-02-12,0,0,1678728,0,0,72011468,0,3724651,0
2019-02-11,0,0,4841706,0,0,72544438,0,4037645,0
2019-02-10,0,0,1334046,0,0,72573694,0,6480814,0
2019-02-09,0,0,2604022,0,0,65405789,0,8041513,0
2019-02-08,0,0,11557468,0,0,70808544,0,9664612,0
2019-02-07,0,0,2202561,0,0,73432099,0,6616800,0
2019-02-06,0,0,465217,0,0,80058960,0,5950257,0
2019-02-05,0,0,1805336,0,0,86160786,0,7945128,0
2019-02-04,0,0,0,0,0,68842011,0,3103784,0
2019-02-03,0,0,6563520,0,0,101310538,0,4596522,0
2019-02-02,0,0,6381489,0,0,105381320,0,4090404,0
2019-02-01,0,0,8367397,0,0,117918593,0,5975915,0
2019-01-31,0,0,729524,0,0,73985045,0,4881180,0
2019-01-30,0,0,1765681,0,0,84232857,0,6246966,0
2019-01-29,0,0,507195,0,0,93869069,0,8131480,0
2019-01-28,0,0,728254,0,0,95965841,0,5355245,0
2019-01-27,0,0,1452736,0,0,87394813,0,9586979,0
2019-01-26,0,0,1493440,0,0,70236321,0,8203408,0
2019-01-25,0,0,5096328,0,0,76882416,0,9375006,0
2019-01-24,0,0,40754,0,0,68503129,0,5978519,0
2019-01-23,0,0,607006,0,0,60448688,0,6963958,0
2019-01-22,0,0,311003,0,0,68913579,0,5855095,0
2019-01-21,0,0,769008,0,0,92617133,0,6390600,0
2019-01-20,0,0,310321,0,0,66736835,0,5947931,0
2019-01-19,0,0,437892,0,0,61829827,0,3979586,0
2019-01-18,0,0,6573800,0,0,65885137,0,5173790,0
2019-01-17,0,0,6870467,0,0,65294969,0,11049479,0
2019-01-16,0,0,311003,0,0,76579713,0,12518349,0
2019-01-15,0,0,931040,0,0,45529312,0,5554974,0
2019-01-14,0,0,635642,0,0,61640871,0,14367923,0
2019-01-13,0,0,890831,0,0,68531660,0,2260043,0
2019-01-12,0,0,1705540,0,0,59038020,0,4139913,0
2019-01-11,0,0,3766545,0,0,51471300,0,6231179,0
2019-01-10,0,0,3558913,0,0,112321858,0,3438715,0
2019-01-09,0,0,1441953,0,0,75713784,0,5492301,0
2019-01-08,0,0,1139604,0,0,62182367,0,4312329,0
2019-01-07,0,0,766880,0,0,40841587,0,3665076,0
2019-01-06,0,0,1938810,0,0,45548186,0,2961474,0
2019-01-05,0,0,555975,0,0,56852886,0,1498979,0
2019-01-04,0,0,2894798,0,0,51286835,0,4957937,0
2019-01-03,0,0,2421230,0,0,47973604,0,17130873,0
2019-01-02,0,0,2180165,0,0,51725464,0,3169736,0
2019-01-01,0,0,1216793,0,0,40359115,0,1241863,0
2018-12-31,0,0,9301175,0,0,44654067,0,564707,0
2018-12-30,0,0,1861888,0,0,53743065,0,2459001,0
2018-12-29,0,0,5286779,0,0,37635193,0,1669160,0
2018-12-28,0,0,983515,0,0,35154575,0,1682807,0
2018-12-27,0,0,0,0,0,95514776,0,342691,0
2018-12-26,0,0,2223085,0,0,47089427,0,809766,0
2018-12-25,0,0,963563,0,0,38485457,0,431897,0
2018-12-24,0,0,2963133,0,0,32070465,0,994088,0
2018-12-23,0,0,1289263,0,0,133515431,0,3387718,0
2018-12-22,0,0,2290634,0,0,54806585,0,2393740,0
2018-12-21,0,0,8926460,0,0,83146397,0,3320628,0
2018-12-20,0,0,1646166,0,0,75380732,0,2213258,0
2018-12-19,0,0,2860814,0,0,33293681,0,3041104,0
2018-12-18,0,0,2908722,0,0,41037779,0,929314,0
2018-12-17,0,0,3486331,0,0,32178672,0,2446536,0
2018-12-16,0,0,1862005,0,0,35871310,0,2662229,0
2018-12-15,0,0,40754,0,0,39716660,0,3966947,0
2018-12-14,0,0,5753235,0,0,67148413,0,2791582,0
2018-12-13,0,0,1152746,0,0,77480388,0,3482964,0
2018-12-12,0,0,1711007,0,0,51927454,0,1621202,0
2018-12-11,0,0,100615,0,0,52226894,0,4517137,0
2018-12-10,0,0,100615,0,0,32760959,0,3604430,0
2018-12-09,0,0,748954,0,0,38465372,0,6590607,0
2018-12-08,0,0,1411941,0,0,105896399,0,3732899,0
2018-12-07,0,0,6223201,0,0,59810299,0,3588804,0
2018-12-06,0,0,728918,0,0,44478485,0,7685373,0
2018-12-05,0,0,1407762,0,0,48807978,0,5676716,0
2018-12-04,0,0,0,0,0,34415435,0,1692967,0
2018-12-03,0,0,310321,0,0,58131542,0,3077800,0
2018-12-02,0,0,357049,0,0,34572374,0,2154514,0
2018-12-01,0,0,310400,0,0,29495220,0,5541237,0
2018-11-30,0,0,1163688,0,0,63170869,0,6326920,0
2018-11-29,0,0,1743825,0,0,12331694,0,2050938,0
2018-11-28,0,0,1054781,0,0,30428478,0,4061573,0
2018-11-27,0,0,386254,0,0,21678568,0,5936115,0
2018-11-26,0,0,636324,0,0,23075080,0,3623572,0
2018-11-25,0,0,614999,0,0,23729522,0,4011976,0
2018-11-24,0,0,6887048,0,0,25082045,0,3081884,0
2018-11-23,0,0,6526644,0,0,26154516,0,3428281,0
2018-11-22,0,0,2327644,0,0,29422685,0,3815744,0
2018-11-21,0,0,426618,0,0,18849266,0,1785630,0
2018-11-20,0,0,586313,0,0,10055877,0,6254193,0
2018-11-19,0,0,1126612,0,0,25093657,0,2679864,0
2018-11-18,0,0,2382996,0,0,32290475,0,3585746,0
2018-11-17,0,0,3216868,0,0,29505800,0,2582801,0
2018-11-16,0,0,8194541,0,0,42657440,0,9191588,0
2018-11-15,0,0,817572,0,0,55320337,0,4977821,0
2018-11-14,0,0,1227207,0,0,16291259,0,4401430,0
2018-11-13,0,0,4935286,0,0,35125120,0,5145864,0
2018-11-12,0,0,2378625,0,0,38117314,0,3316893,0
2018-11-11,0,0,9903567,0,0,16846031,0,1640138,0
2018-11-10,0,0,5261198,0,0,12745747,0,2595881,0
2018-11-09,0,0,14337485,0,0,36924093,0,2159889,0
2018-11-08,0,0,4442630,0,0,15712136,0,1499549,0
2018-11-07,0,0,2150627,0,0,16556760,0,803500,0
2018-11-06,0,0,1316509,0,0,10171044,0,2339206,0
2018-11-05,0,0,1698697,0,0,21145428,0,6203880,0
2018-11-04,0,0,5285006,0,0,15823081,0,1350800,0
2018-11-03,0,0,325321,0,0,19860164,0,2581482,0
2018-11-02,0,0,6040159,0,0,13728817,0,2834129,0
2018-11-01,0,0,1805336,0,0,21267369,0,1132567,0
2018-10-31,0,0,18567096,0,0,13916649,0,4713594,0
2018-10-30,0,0,24576903,0,0,18125156,0,3985143,0
2018-10-29,0,0,1193738,0,0,36699215,0,1808999,0
2018-10-28,0,0,310321,0,0,19190681,0,3035423,0
2018-10-27,0,0,1727792,0,0,16218263,0,1662832,0
2018-10-26,0,0,6665685,0,0,13764956,0,1902383,0
2018-10-25,0,0,4197108,0,0,14624480,0,2617225,0
2018-10-24,0,0,871309,0,0,13291578,0,408480,0
2018-10-23,0,0,3427542,0,0,18629917,0,2284013,0
2018-10-22,0,0,1469945,0,0,15096974,0,2752889,0
2018-10-21,0,0,3471199,0,0,19219832,0,482886,0
2018-10-20,0,0,4065457,0,0,24704055,0,2825454,0
2018-10-19,0,0,1836018,0,0,29384636,0,1408072,0
2018-10-18,0,0,4620330,0,0,33855497,0,1066973,0
2018-10-17,0,0,0,0,0,63819375,0,1499754,0
2018-10-16,0,0,46760,0,0,20810676,0,1341933,0
2018-10-15,0,0,212835,0,0,27274516,0,2474596,0
2018-10-14,0,0,0,0,0,34334723,0,738369,0
2018-10-13,0,0,403276,0,0,26392670,0,1270648,0
2018-10-12,0,0,3040645,0,0,21081955,0,1177214,0
2018-10-11,0,0,66976,0,0,25038173,0,775159,0
2018-10-10,0,0,0,0,0,17098110,0,1221119,0
2018-10-09,0,0,502760,0,0,34691476,0,1784748,0
2018-10-08,0,0,310321,0,0,17977764,0,2825858,0
2018-10-07,0,0,100615,0,0,18725401,0,2870588,0
2018-10-06,0,0,712402,0,0,18377815,0,689641,0
2018-10-05,0,0,721837,0,0,21250262,0,1098349,0
2018-10-04,0,0,0,0,0,15059982,0,1582085,0
2018-10-03,0,0,2555353,0,0,26399514,0,977974,0
2018-10-02,0,0,435344,0,0,20981134,0,3862175,0
2018-10-01,0,0,392297,0,0,10890052,0,1428437,0
2018-09-30,0,0,28778,0,0,18159670,0,582910,0
2018-09-29,0,0,0,0,0,12470924,0,505483,0
2018-09-28,0,0,0,0,0,16252972,0,776589,0
2018-09-27,0,0,0,0,0,17160223,0,358667,0
2018-09-26,0,0,635642,0,0,13824647,0,237534,0
2018-09-25,0,0,650642,0,0,16799029,0,864576,0
2018-09-24,0,0,0,0,0,20957844,0,1173628,0
2018-09-23,0,0,675642,0,0,14285263,0,539844,0
2018-09-22,0,0,3716848,0,0,20076008,0,3076175,0
2018-09-21,0,0,0,0,0,10776250,0,730520,0
2018-09-20,0,0,0,0,0,14978590,0,269922,0
2018-09-19,0,0,0,0,0,11653967,0,1059217,0
2018-09-18,0,0,0,0,0,15670449,0,3305997,0
2018-09-17,0,0,675657,0,0,13923861,0,2231128,0
2018-09-16,0,0,2230288,0,0,17039699,0,1499305,0
2018-09-15,0,0,0,0,0,17839059,0,912211,0
2018-09-14,0,0,0,0,0,20076525,0,313272,0
2018-09-13,0,0,46696,0,0,37774381,0,1996190,0
2018-09-12,0,0,1486688,0,0,12553367,0,1012888,0
2018-09-11,0,0,0,0,0,11762909,0,1868776,0
2018-09-10,0,0,325321,0,0,8953350,0,3857353,0
2018-09-09,0,0,325321,0,0,12816112,0,2108131,0
2018-09-08,0,0,0,0,0,16432702,0,1341085,0
2018-09-07,0,0,340321,0,0,13708918,0,2051461,0
2018-09-06,0,0,0,0,0,18532734,0,1679203,0
2018-09-05,0,0,325321,0,0,17166509,0,1179948,0
2018-09-04,0,0,26723323,0,0,12966716,0,2404263,0
2018-09-03,0,0,194085,0,0,18047119,0,802357,0
2018-09-02,0,0,0,0,0,10310669,0,257295,0
2018-09-01,0,0,0,0,0,14141733,0,175120,0
2018-08-31,0,0,0,0,0,18343938,0,228674,0
2018-08-30,0,0,0,0,0,16586908,0,319071,0
2018-08-29,0,0,0,0,0,29292595,0,619804,0
2018-08-28,0,0,0,0,0,20410599,0,380478,0
2018-08-27,0,0,0,0,0,22697537,0,1536179,0
2018-08-26,0,0,0,0,0,21076701,0,3037050,0
2018-08-25,0,0,0,0,0,12839578,0,603473,0
2018-08-24,0,0,0,0,0,11390840,0,1057625,0
2018-08-23,0,0,0,0,0,16145662,0,1213456,0
2018-08-22,0,0,0,0,0,18796548,0,794084,0
2018-08-21,0,0,0,0,0,21181432,0,2427539,0
2018-08-20,0,0,46195,0,0,10501845,0,413578,0
2018-08-19,0,0,0,0,0,17062238,0,575261,0
2018-08-18,0,0,194021,0,0,33880769,0,494962,0
2018-08-17,0,0,0,0,0,24970839,0,503109,0
2018-08-16,0,0,0,0,0,12067566,0,277890,0
2018-08-15,0,0,0,0,0,11542483,0,415895,0
2018-08-14,0,0,0,0,0,22821607,0,214696,0
2018-08-13,0,0,194021,0,0,18989662,0,433747,0
2018-08-12,0,0,179021,0,0,22925870,0,124823,0
2018-08-11,0,0,0,0,0,39710678,0,495141,0
2018-08-10,0,0,0,0,0,29038380,0,360231,0
2018-08-09,0,0,0,0,0,27082959,0,675657,0
2018-08-08,0,0,0,0,0,28342998,0,977908,0
2018-08-07,0,0,0,0,0,47128409,0,709852,0
2018-08-06,0,0,0,0,0,114870482,0,4062343,0
2018-08-05,0,0,77390,0,0,104711894,0,643336,0
2018-08-04,0,0,240749,0,0,120998427,0,1480104,0
2018-08-03,0,0,100679,0,0,70767907,0,2237298,0
2018-08-02,0,0,0,0,0,81072824,0,2424089,0
2018-08-01,0,0,0,0,0,27930742,0,2259595,0
2018-07-31,0,0,179085,0,0,8734606,0,1847612,0
2018-07-30,0,0,0,0,0,18830717,0,1272785,0
2018-07-29,0,0,0,0,0,6240394,0,700481,0
2018-07-28,0,0,0,0,0,11556449,0,335775,0
2018-07-27,0,0,1474920,0,0,8582828,0,907198,0
2018-07-26,0,0,46195,0,0,6112095,0,3304510,0
2018-07-25,0,0,194085,0,0,11609929,0,3786772,0
2018-07-24,0,0,938037,0,0,6199247,0,5088878,0
2018-07-23,0,0,14266441,0,0,5966017,0,654432,0
2018-07-22,0,0,194021,0,0,5976327,0,544881,0
2018-07-21,0,0,0,0,0,6704798,0,1093443,0
2018-07-20,0,0,194021,0,0,6940335,0,1914007,0
2018-07-19,0,0,326563,0,0,17143589,0,446266,0
2018-07-18,0,0,790126,0,0,6913310,0,371361,0
2018-07-17,0,0,279636,0,0,8773128,0,16615349,0
2018-07-16,0,0,404834,0,0,7729379,0,94678018,0
2018-07-15,0,0,0,0,0,2030502,0,176396,0
2018-07-14,0,0,0,0,0,980500,0,0,0
2018-07-13,0,0,0,0,0,2693472,0,0,0
2018-07-12,0,0,0,0,0,3460178,0,719902,0
2018-07-11,0,0,692218,0,0,5448907,0,467225,0
2018-07-10,0,0,3618256,0,0,5031369,0,298618,0
2018-07-09,0,0,1475240,0,0,7524274,0,155763,0
2018-07-08,0,0,46195,0,0,6807622,0,903672,0
2018-07-07,0,0,0,0,0,1951638,0,0,0
2018-07-06,0,0,0,0,0,595670,0,870296,0
2018-07-05,0,0,194021,0,0,608628,0,439604,0
2018-07-04,0,0,0,0,0,635907,0,110364,0
2018-07-03,0,0,0,0,0,1970914,0,44987,0
2018-07-02,0,0,179021,0,0,1043128,0,495141,0
2018-07-01,0,0,78370,0,0,636700,0,438703,0
2018-06-30,0,0,194021,0,0,2757879,0,706890,0
2018-06-29,0,0,194021,0,0,9854619,0,445342,0
2018-06-28,0,0,0,0,0,11717581,0,379553,0
2018-06-27,0,0,194021,0,0,9049364,0,899940,0
2018-06-26,0,0,0,0,0,5961258,0,432033,0
2018-06-25,0,0,2644229,0,0,8359488,0,2189957,0
2018-06-24,0,0,3558576,0,0,19341755,0,1077093,0
2018-06-23,0,0,5587500,0,0,12468367,0,89278,0
2018-06-22,0,0,0,0,0,18114257,0,473585,0
2018-06-21,0,0,0,0,0,20341338,0,29639,0
2018-06-20,0,0,0,0,0,17996512,0,134961,0
2018-06-19,0,0,0,0,0,13733169,0,29575,0
2018-06-18,0,0,1653941,0,0,18296569,0,0,0
2018-06-17,0,0,2307165,0,0,13838895,0,445733,0
2018-06-16,0,0,4425720,0,0,18995901,0,495077,0
2018-06-15,0,0,179021,0,0,15162114,0,21329,0
2018-06-14,0,0,194021,0,0,12547864,0,0,0
2018-06-13,0,0,0,0,0,11555746,0,646855,0
2018-06-12,0,0,22801,0,0,26968343,0,1071298,0
2018-06-11,0,0,0,0,0,21694482,0,89974,0
2018-06-10,0,0,388042,0,0,4055293,0,335647,0
2018-06-09,0,0,1462168,0,0,6022727,0,267877,0
2018-06-08,0,0,458657,0,0,2868295,0,65789,0
2018-06-07,0,0,1060973,0,0,3513456,0,632905,0
2018-06-06,0,0,755429,0,0,3203498,0,1123198,0
2018-06-05,0,0,3817304,0,0,5942145,0,673040,0
2018-06-04,0,0,483069,0,0,3020159,0,1474613,0
2018-06-03,0,0,3449848,0,0,7609333,0,199345,0
2018-06-02,0,0,434770,0,0,6535268,0,625262,0
2018-06-01,0,0,395843,0,0,3033705,0,831110,0
2018-05-31,0,0,459770,0,0,4327914,0,2955053,0
2018-05-30,0,0,0,0,0,1987752,0,1007172,0
2018-05-29,0,0,0,0,0,3488258,0,43350,0
2018-05-28,0,0,0,0,0,5379153,0,291008,0
2018-05-27,0,0,0,0,0,4918828,0,574016,0
2018-05-26,0,0,0,0,0,3357818,0,477331,0
2018-05-25,0,0,7082957,0,0,3671094,0,478145,0
2018-05-24,0,0,318984,0,0,4453599,0,1144587,0
2018-05-23,0,0,0,0,0,6113629,0,2737745,0
2018-05-22,0,0,0,0,0,4299859,0,294676,0
2018-05-21,0,0,29093,0,0,6561236,0,0,0
2018-05-20,0,0,489350,0,0,7450569,0,689623,0
2018-05-19,0,0,29093,0,0,3155787,0,686416,0
2018-05-18,0,0,0,0,0,2701812,0,881070,0
2018-05-17,0,0,29093,0,0,4210128,0,320647,0
2018-05-16,0,0,388042,0,0,4033675,0,811742,0
2018-05-15,0,0,0,0,0,2410751,0,646277,0
2018-05-14,0,0,49742,0,0,780994,0,333899,0
2018-05-13,0,0,657498,0,0,4018960,0,571182,0
2018-05-12,0,0,818363,0,0,3834680,0,225219,0
2018-05-11,0,0,29093,0,0,4575545,0,1269702,0
2018-05-10,0,0,75821,0,0,4340497,0,0,0
2018-05-09,0,0,223114,0,0,2053558,0,140550,0
2018-05-08,0,0,373042,0,0,6118974,0,703620,0
2018-05-07,0,0,582063,0,0,13363847,0,128666,0
2018-05-06,0,0,410843,0,0,6385513,0,87118,0
2018-05-05,0,0,194021,0,0,8069503,0,0,0
2018-05-04,0,0,0,0,0,7828553,0,453234,0
2018-05-03,0,0,319048,0,0,8867503,0,635627,0
2018-05-02,0,0,2361241,0,0,10986492,0,700887,0
2018-05-01,0,0,10512711,0,0,15565408,0,916521,0
2018-04-30,0,0,3907496,0,0,7807691,0,2715756,0
2018-04-29,0,0,0,0,0,8265229,0,2194902,0
2018-04-28,0,0,0,0,0,5908720,0,405376,0
2018-04-27,0,0,0,0,0,6371633,0,352606,0
2018-04-26,0,0,0,0,0,11434373,0,1971936,0
2018-04-25,0,0,0,0,0,18120966,0,2586173,0
2018-04-24,0,0,194021,0,0,22009840,0,2024000,0
2018-04-23,0,0,0,0,0,15596141,0,702525,0
2018-04-22,0,0,0,0,0,21600295,0,110776,0
2018-04-21,0,0,23820,0,0,19594584,0,1170734,0
2018-04-20,0,0,0,0,0,24298792,0,1218765,0
2018-04-19,0,0,0,0,0,10041323,0,1568624,0
2018-04-18,0,0,0,0,0,13826221,0,3275491,0
2018-04-17,0,0,0,0,0,12058126,0,361406,0
2018-04-16,0,0,0,0,0,19965378,0,2419877,0
2018-04-15,0,0,0,0,0,32470428,0,450438,0
2018-04-14,0,0,0,0,0,20179832,0,140550,0
2018-04-13,0,0,47768,0,0,8621436,0,269922,0
2018-04-12,0,0,0,0,0,15602364,0,0,0
2018-04-11,0,0,2508030,0,0,2750944,0,0,0
2018-04-10,0,0,0,0,0,1874804,0,44987,0
2018-04-09,0,0,0,0,0,1173965,0,110776,0
2018-04-08,0,0,1344839,0,0,10585970,0,2477409,0
2018-04-07,0,0,194021,0,0,3183039,0,270206,0
2018-04-06,0,0,240749,0,0,5336349,0,0,0
2018-04-05,0,0,30174342,0,0,3688712,0,1701619,0
2018-04-04,0,0,6925899,0,0,909954,0,0,0
2018-04-03,0,0,0,0,0,6326961,0,0,0
2018-04-02,0,0,0,0,0,4314441,0,0,0
2018-04-01,0,0,0,0,0,980111,0,1842572,0
2018-03-31,0,0,0,0,0,3308442,0,0,0
2018-03-30,0,0,0,0,0,550650,0,0,0
2018-03-29,0,0,0,0,0,1277613,0,0,0
2018-03-28,0,0,0,0,0,1863164,0,0,0
2018-03-27,0,0,0,0,0,2302498,0,0,0
2018-03-26,0,0,0,0,0,4320750,0,0,0
2018-03-25,0,0,0,0,0,3317059,0,0,0
2018-03-24,0,0,0,0,0,2463109,0,0,0
2018-03-23,0,0,0,0,0,7810613,0,0,0
2018-03-22,0,0,0,0,0,9702292,0,0,0
2018-03-21,0,0,0,0,0,5110625,0,0,0
2018-03-20,0,0,0,0,0,6441735,0,0,0
2018-03-19,0,0,0,0,0,2410306,0,0,0
2018-03-18,0,0,0,0,0,1289171,0,0,0
2018-03-17,0,0,0,0,0,717674,0,0,0
2018-03-16,0,0,0,0,0,803619,0,0,0
2018-03-15,0,0,0,0,0,3623575,0,0,0
2018-03-14,0,0,0,0,0,761250,0,0,0
2018-03-13,0,0,0,0,0,2918679,0,0,0
2018-03-12,0,0,0,0,0,701322,0,0,0
2018-03-11,0,0,0,0,0,320336,0,0,0
2018-03-10,0,0,0,0,0,2946358,0,0,0
2018-03-09,0,0,0,0,0,2599474,0,0,0
2018-03-08,0,0,0,0,0,1734101,0,0,0
2018-03-07,0,0,0,0,0,2113544,0,0,0
2018-03-06,0,0,0,0,0,2439031,0,0,0
2018-03-05,0,0,0,0,0,2703462,0,0,0
2018-03-04,0,0,0,0,0,2388724,0,0,0
2018-03-03,0,0,0,0,0,1657853,0,0,0
2018-03-02,0,0,0,0,0,3336931,0,0,0
2018-03-01,0,0,0,0,0,7697361,0,0,0
2018-02-28,0,0,0,0,0,7550336,0,0,0
2018-02-27,0,0,0,0,0,9542518,0,0,0
2018-02-26,0,0,0,0,0,7768883,0,0,0
2018-02-25,0,0,0,0,0,4066931,0,0,0
2018-02-24,0,0,0,0,0,6850649,0,0,0
2018-02-23,0,0,0,0,0,6726706,0,0,0
2018-02-22,0,0,0,0,0,7143897,0,0,0
2018-02-21,0,0,0,0,0,8048873,0,0,0
2018-02-20,0,0,0,0,0,12308771,0,0,0
2018-02-19,0,0,0,0,0,11515087,0,0,0
2018-02-18,0,0,0,0,0,10723185,0,0,0
2018-02-17,0,0,0,0,0,20328258,0,0,0
2018-02-16,0,0,0,0,0,16532249,0,0,0
2018-02-15,0,0,0,0,0,19059514,0,0,0
2018-02-14,0,0,0,0,0,13556034,0,0,0
2018-02-13,0,0,0,0,0,13417455,0,0,0
2018-02-12,0,0,0,0,0,9387174,0,0,0
2018-02-11,0,0,0,0,0,9264416,0,0,0
2018-02-10,0,0,0,0,0,15177587,0,0,0
2018-02-09,0,0,0,0,0,10840491,0,0,0
2018-02-08,0,0,0,0,0,13330594,0,0,0
2018-02-07,0,0,0,0,0,11900498,0,0,0
2018-02-06,0,0,0,0,0,6487782,0,0,0
2018-02-05,0,0,0,0,0,5691652,0,0,0
2018-02-04,0,0,0,0,0,14937367,0,0,0
2018-02-03,0,0,0,0,0,11580196,0,0,0
2018-02-02,0,0,0,0,0,11242693,0,0,0
2018-02-01,0,0,0,0,0,16385862,0,0,0
2018-01-31,0,0,0,0,0,23443985,0,0,0
2018-01-30,0,0,0,0,0,18701427,0,0,0
2018-01-29,0,0,0,0,0,17740741,0,0,0
2018-01-28,0,0,0,0,0,20276458,0,0,0
2018-01-27,0,0,0,0,0,6696360,0,0,0
2018-01-26,0,0,0,0,0,13921475,0,0,0
2018-01-25,0,0,0,0,0,8712761,0,0,0
2018-01-24,0,0,0,0,0,6233381,0,0,0
2018-01-23,0,0,0,0,0,17933508,0,0,0
2018-01-22,0,0,0,0,0,967838,0,0,0
2018-01-21,0,0,0,0,0,245663,0,0,0
2018-01-17,0,0,0,0,0,80000,0,0,0
2018-01-08,0,0,0,0,0,3926797,0,0,0
2018-01-02,0,0,0,0,0,3994137,0,0,0
